sex,age,level_education,country,year,value_unemployment,value_education,valor_educacion,indice_educativo
Females,15-29,BACH,Italy,2020,22.7,23.2,4,2.71
Females,15-29,BACH,Italy,2021,23.0,23.2,4,2.72
Females,15-29,BACH,Italy,2022,21.1,23.9,4,2.75
Females,15-29,BACH,Italy,2023,17.8,24.3,4,2.77
Females,15-29,FP,Italy,2014,33.0,23.7,2,2.66
Females,15-29,FP,Italy,2015,31.1,23.7,2,2.67
Females,15-29,FP,Italy,2016,30.6,23.2,2,2.67
Females,15-29,FP,Italy,2017,28.4,22.9,2,2.7
Females,15-29,FP,Italy,2018,26.5,22.2,2,2.7
Females,15-29,FP,Italy,2019,22.6,22.0,2,2.71
Females,15-29,FP,Italy,2020,23.8,21.7,2,2.71
Females,15-29,FP,Italy,2021,25.0,21.6,2,2.72
Females,15-29,FP,Italy,2022,18.2,21.9,2,2.75
Females,15-29,FP,Italy,2023,18.9,21.9,2,2.77
Females,15-29,UNIVERSIDAD,Italy,2014,27.6,14.5,5,2.66
Females,15-29,UNIVERSIDAD,Italy,2015,25.3,14.5,5,2.67
Females,15-29,UNIVERSIDAD,Italy,2016,22.9,14.5,5,2.67
Females,15-29,UNIVERSIDAD,Italy,2017,21.0,15.4,5,2.7
Females,15-29,UNIVERSIDAD,Italy,2018,19.5,16.0,5,2.7
Females,15-29,UNIVERSIDAD,Italy,2019,16.9,16.2,5,2.71
Females,15-29,UNIVERSIDAD,Italy,2020,17.8,16.8,5,2.71
Females,15-29,UNIVERSIDAD,Italy,2021,14.2,17.2,5,2.72
Females,15-29,UNIVERSIDAD,Italy,2022,12.6,17.6,5,2.75
Females,15-29,UNIVERSIDAD,Italy,2023,12.2,17.8,5,2.77
Males,15-29,ESO,Italy,2014,36.2,44.0,1,2.37
Males,15-29,ESO,Italy,2015,35.3,44.1,1,2.38
Males,15-29,ESO,Italy,2016,33.9,43.9,1,2.39
Males,15-29,ESO,Italy,2017,34.0,43.2,1,2.42
Males,15-29,ESO,Italy,2018,32.0,42.8,1,2.43
Males,15-29,ESO,Italy,2019,29.7,42.2,1,2.44
Males,15-29,ESO,Italy,2020,28.9,42.4,1,2.44
Males,15-29,ESO,Italy,2021,30.1,42.0,1,2.45
Males,15-29,ESO,Italy,2022,24.7,40.6,1,2.48
Males,15-29,ESO,Italy,2023,22.0,40.0,1,2.49
Males,15-29,BACH-FP,Italy,2014,28.4,47.7,3,2.37
Males,15-29,BACH-FP,Italy,2015,26.6,47.5,3,2.38
Males,15-29,BACH-FP,Italy,2016,24.5,47.3,3,2.39
Males,15-29,BACH-FP,Italy,2017,22.6,47.2,3,2.42
Males,15-29,BACH-FP,Italy,2018,21.2,47.2,3,2.43
Males,15-29,BACH-FP,Italy,2019,18.6,47.4,3,2.44
Males,15-29,BACH-FP,Italy,2020,18.9,46.6,3,2.44
Males,15-29,BACH-FP,Italy,2021,19.1,46.6,3,2.45
Males,15-29,BACH-FP,Italy,2022,15.4,47.5,3,2.48
Males,15-29,BACH-FP,Italy,2023,14.4,48.0,3,2.49
Males,15-29,BACH,Italy,2014,28.9,13.5,4,2.37
Males,15-29,BACH,Italy,2015,29.1,13.6,4,2.38
Males,15-29,BACH,Italy,2016,26.5,13.8,4,2.39
Males,15-29,BACH,Italy,2017,22.7,14.3,4,2.42
Males,15-29,BACH,Italy,2018,24.3,14.5,4,2.43
Males,15-29,BACH,Italy,2019,20.3,14.1,4,2.44
Males,15-29,BACH,Italy,2020,20.7,14.0,4,2.44
Males,15-29,BACH,Italy,2021,19.7,13.8,4,2.45
Males,15-29,BACH,Italy,2022,17.5,14.0,4,2.48
Males,15-29,BACH,Italy,2023,14.6,14.6,4,2.49
Males,15-29,FP,Italy,2014,28.3,34.1,2,2.37
Males,15-29,FP,Italy,2015,26.2,34.0,2,2.38
Males,15-29,FP,Italy,2016,24.2,33.6,2,2.39
Males,15-29,FP,Italy,2017,22.6,32.9,2,2.42
Males,15-29,FP,Italy,2018,20.6,32.7,2,2.43
Males,15-29,FP,Italy,2019,18.4,33.3,2,2.44
Males,15-29,FP,Italy,2020,18.7,32.7,2,2.44
Males,15-29,FP,Italy,2021,19.0,32.9,2,2.45
Males,15-29,FP,Italy,2022,15.0,33.5,2,2.48
Males,15-29,FP,Italy,2023,14.3,33.4,2,2.49
Males,15-29,UNIVERSIDAD,Italy,2014,25.4,8.2,5,2.37
Males,15-29,UNIVERSIDAD,Italy,2015,23.0,8.4,5,2.38
Males,15-29,UNIVERSIDAD,Italy,2016,21.7,8.7,5,2.39
Males,15-29,UNIVERSIDAD,Italy,2017,18.9,9.6,5,2.42
Males,15-29,UNIVERSIDAD,Italy,2018,16.2,10.0,5,2.43
Males,15-29,UNIVERSIDAD,Italy,2019,16.4,10.4,5,2.44
Males,15-29,UNIVERSIDAD,Italy,2020,16.5,11.0,5,2.44
Males,15-29,UNIVERSIDAD,Italy,2021,15.9,11.4,5,2.45
Males,15-29,UNIVERSIDAD,Italy,2022,10.5,11.8,5,2.48
Males,15-29,UNIVERSIDAD,Italy,2023,11.1,12.0,5,2.49
Total,15-29,ESO,Italy,2014,38.2,41.5,1,2.57
Total,15-29,ESO,Italy,2015,37.1,41.5,1,2.57
Total,15-29,ESO,Italy,2016,36.3,41.5,1,2.57
Total,15-29,ESO,Italy,2017,36.3,40.6,1,2.57
Total,15-29,ESO,Italy,2018,34.1,40.7,1,2.57
Total,15-29,ESO,Italy,2019,32.5,40.2,1,2.57
Total,15-29,ESO,Italy,2020,31.1,40.4,1,2.57
Total,15-29,ESO,Italy,2021,32.6,40.0,1,2.57
Total,15-29,ESO,Italy,2022,28.4,38.7,1,2.57
Total,15-29,ESO,Italy,2023,24.8,38.1,1,2.57
Total,15-29,BACH-FP,Italy,2014,30.2,47.2,3,2.57
Total,15-29,BACH-FP,Italy,2015,28.3,47.2,3,2.57
Total,15-29,BACH-FP,Italy,2016,26.9,47.0,3,2.57
Total,15-29,BACH-FP,Italy,2017,24.9,47.0,3,2.57
Total,15-29,BACH-FP,Italy,2018,23.2,46.4,3,2.57
Total,15-29,BACH-FP,Italy,2019,20.4,46.6,3,2.57
Total,15-29,BACH-FP,Italy,2020,20.7,45.8,3,2.57
Total,15-29,BACH-FP,Italy,2021,21.2,45.8,3,2.57
Total,15-29,BACH-FP,Italy,2022,16.9,46.7,3,2.57
Total,15-29,BACH-FP,Italy,2023,16.0,47.1,3,2.57
Total,15-29,BACH,Italy,2014,30.7,18.0,4,2.57
Total,15-29,BACH,Italy,2015,29.6,18.3,4,2.57
Total,15-29,BACH,Italy,2016,28.5,18.5,4,2.57
Total,15-29,BACH,Italy,2017,25.9,18.9,4,2.57
Total,15-29,BACH,Italy,2018,25.2,18.8,4,2.57
Total,15-29,BACH,Italy,2019,22.4,18.8,4,2.57
Total,15-29,BACH,Italy,2020,21.9,18.5,4,2.57
Total,15-29,BACH,Italy,2021,21.7,18.4,4,2.57
Total,15-29,BACH,Italy,2022,19.7,18.8,4,2.57
Total,15-29,BACH,Italy,2023,16.5,19.3,4,2.57
Total,15-29,FP,Italy,2014,30.0,29.0,2,2.57
Total,15-29,FP,Italy,2015,28.0,28.9,2,2.57
Total,15-29,FP,Italy,2016,26.5,28.5,2,2.57
Total,15-29,FP,Italy,2017,24.7,28.1,2,2.57
Total,15-29,FP,Italy,2018,22.7,27.6,2,2.57
Total,15-29,FP,Italy,2019,19.9,27.8,2,2.57
Total,15-29,FP,Italy,2020,20.4,27.3,2,2.57
Total,15-29,FP,Italy,2021,21.0,27.4,2,2.57
Total,15-29,FP,Italy,2022,16.1,27.9,2,2.57
Total,15-29,FP,Italy,2023,15.9,27.8,2,2.57
Total,15-29,UNIVERSIDAD,Italy,2014,26.8,11.3,5,2.57
Total,15-29,UNIVERSIDAD,Italy,2015,24.4,11.4,5,2.57
Total,15-29,UNIVERSIDAD,Italy,2016,22.4,11.5,5,2.57
Total,15-29,UNIVERSIDAD,Italy,2017,20.2,12.4,5,2.57
Total,15-29,UNIVERSIDAD,Italy,2018,18.2,12.9,5,2.57
Total,15-29,UNIVERSIDAD,Italy,2019,16.7,13.2,5,2.57
Total,15-29,UNIVERSIDAD,Italy,2020,17.3,13.8,5,2.57
Total,15-29,UNIVERSIDAD,Italy,2021,14.9,14.2,5,2.57
Total,15-29,UNIVERSIDAD,Italy,2022,11.8,14.6,5,2.57
Total,15-29,UNIVERSIDAD,Italy,2023,11.7,14.8,5,2.57
Females,15-29,ESO,Latvia,2014,28.1,28.3,1,3.14
Females,15-29,ESO,Latvia,2015,23.1,29.3,1,3.13
Females,15-29,ESO,Latvia,2016,19.5,29.0,1,3.13
Females,15-29,ESO,Latvia,2017,17.6,30.4,1,3.08
Females,15-29,ESO,Latvia,2018,17.6,31.3,1,3.05
Females,15-29,ESO,Latvia,2019,17.6,32.6,1,3.01
Females,15-29,ESO,Latvia,2020,26.8,33.7,1,2.99
Females,15-29,ESO,Latvia,2021,26.8,34.6,1,2.97
Females,15-29,ESO,Latvia,2022,26.8,34.9,1,3.0
Females,15-29,ESO,Latvia,2023,26.8,37.9,1,2.91
Females,15-29,BACH-FP,Latvia,2014,17.0,43.7,3,3.14
Females,15-29,BACH-FP,Latvia,2015,10.5,41.1,3,3.13
Females,15-29,BACH-FP,Latvia,2016,14.1,42.5,3,3.13
Females,15-29,BACH-FP,Latvia,2017,11.8,42.5,3,3.08
Females,15-29,BACH-FP,Latvia,2018,12.4,42.0,3,3.05
Females,15-29,BACH-FP,Latvia,2019,9.1,42.3,3,3.01
Females,15-29,BACH-FP,Latvia,2020,12.5,42.3,3,2.99
Females,15-29,BACH-FP,Latvia,2021,11.6,41.4,3,2.97
Females,15-29,BACH-FP,Latvia,2022,9.4,38.8,3,3.0
Females,15-29,BACH-FP,Latvia,2023,9.4,38.9,3,2.91
Females,15-29,BACH,Latvia,2014,18.3,32.0,4,3.14
Females,15-29,BACH,Latvia,2015,12.6,29.5,4,3.13
Females,15-29,BACH,Latvia,2016,15.2,31.0,4,3.13
Females,15-29,BACH,Latvia,2017,11.9,30.1,4,3.08
Females,15-29,BACH,Latvia,2018,14.5,28.9,4,3.05
Females,15-29,BACH,Latvia,2019,9.6,29.5,4,3.01
Females,15-29,BACH,Latvia,2020,14.5,30.1,4,2.99
Females,15-29,BACH,Latvia,2021,11.9,29.0,4,2.97
Females,15-29,BACH,Latvia,2022,11.9,28.0,4,3.0
Females,15-29,BACH,Latvia,2023,11.9,28.1,4,2.91
Females,15-29,FP,Latvia,2014,14.6,11.7,2,3.14
Females,15-29,FP,Latvia,2015,14.6,11.6,2,3.13
Females,15-29,FP,Latvia,2016,12.4,11.5,2,3.13
Females,15-29,FP,Latvia,2017,11.7,12.3,2,3.08
Females,15-29,FP,Latvia,2018,11.7,13.1,2,3.05
Females,15-29,FP,Latvia,2019,11.7,12.8,2,3.01
Females,15-29,FP,Latvia,2020,11.7,12.2,2,2.99
Females,15-29,FP,Latvia,2021,11.7,12.3,2,2.97
Females,15-29,FP,Latvia,2022,11.7,10.8,2,3.0
Females,15-29,FP,Latvia,2023,11.7,10.7,2,2.91
Females,15-29,UNIVERSIDAD,Latvia,2014,10.3,28.1,5,3.14
Females,15-29,UNIVERSIDAD,Latvia,2015,10.4,29.6,5,3.13
Females,15-29,UNIVERSIDAD,Latvia,2016,7.7,28.5,5,3.13
Females,15-29,UNIVERSIDAD,Latvia,2017,9.6,27.2,5,3.08
Females,15-29,UNIVERSIDAD,Latvia,2018,5.4,26.7,5,3.05
Females,15-29,UNIVERSIDAD,Latvia,2019,5.4,25.1,5,3.01
Females,15-29,UNIVERSIDAD,Latvia,2020,9.8,24.0,5,2.99
Females,15-29,UNIVERSIDAD,Latvia,2021,9.8,24.1,5,2.97
Females,15-29,UNIVERSIDAD,Latvia,2022,9.8,26.3,5,3.0
Females,15-29,UNIVERSIDAD,Latvia,2023,9.8,23.2,5,2.91
Males,15-29,ESO,Latvia,2014,26.3,35.9,1,2.81
Males,15-29,ESO,Latvia,2015,22.2,36.3,1,2.74
Males,15-29,ESO,Latvia,2016,23.5,34.5,1,2.79
Males,15-29,ESO,Latvia,2017,18.6,35.8,1,2.77
Males,15-29,ESO,Latvia,2018,16.9,36.8,1,2.75
Males,15-29,ESO,Latvia,2019,19.1,36.1,1,2.81
Males,15-29,ESO,Latvia,2020,25.2,37.0,1,2.77
Males,15-29,ESO,Latvia,2021,25.2,37.4,1,2.8
Males,15-29,ESO,Latvia,2022,21.6,39.8,1,2.72
Males,15-29,ESO,Latvia,2023,21.6,41.8,1,2.67
Males,15-29,BACH-FP,Latvia,2014,12.8,48.8,3,2.81
Males,15-29,BACH-FP,Latvia,2015,14.2,50.0,3,2.74
Males,15-29,BACH-FP,Latvia,2016,14.8,50.2,3,2.79
Males,15-29,BACH-FP,Latvia,2017,11.5,49.7,3,2.77
Males,15-29,BACH-FP,Latvia,2018,11.1,48.0,3,2.75
Males,15-29,BACH-FP,Latvia,2019,10.4,48.7,3,2.81
Males,15-29,BACH-FP,Latvia,2020,11.3,50.3,3,2.77
Males,15-29,BACH-FP,Latvia,2021,14.7,47.4,3,2.8
Males,15-29,BACH-FP,Latvia,2022,14.5,46.0,3,2.72
Males,15-29,BACH-FP,Latvia,2023,13.0,45.7,3,2.67
Males,15-29,BACH,Latvia,2014,13.1,30.8,4,2.81
Males,15-29,BACH,Latvia,2015,13.8,28.5,4,2.74
Males,15-29,BACH,Latvia,2016,16.2,28.5,4,2.79
Males,15-29,BACH,Latvia,2017,12.3,29.3,4,2.77
Males,15-29,BACH,Latvia,2018,11.3,26.8,4,2.75
Males,15-29,BACH,Latvia,2019,8.6,31.1,4,2.81
Males,15-29,BACH,Latvia,2020,10.7,32.1,4,2.77
Males,15-29,BACH,Latvia,2021,15.4,30.8,4,2.8
Males,15-29,BACH,Latvia,2022,15.3,28.0,4,2.72
Males,15-29,BACH,Latvia,2023,13.1,28.3,4,2.67
Males,15-29,FP,Latvia,2014,12.4,17.9,2,2.81
Males,15-29,FP,Latvia,2015,14.6,21.6,2,2.74
Males,15-29,FP,Latvia,2016,13.4,21.6,2,2.79
Males,15-29,FP,Latvia,2017,10.6,20.4,2,2.77
Males,15-29,FP,Latvia,2018,11.0,21.3,2,2.75
Males,15-29,FP,Latvia,2019,12.7,17.7,2,2.81
Males,15-29,FP,Latvia,2020,12.0,18.2,2,2.77
Males,15-29,FP,Latvia,2021,13.8,16.6,2,2.8
Males,15-29,FP,Latvia,2022,13.7,18.0,2,2.72
Males,15-29,FP,Latvia,2023,12.9,17.4,2,2.67
Males,15-29,UNIVERSIDAD,Latvia,2014,7.1,15.3,5,2.81
Males,15-29,UNIVERSIDAD,Latvia,2015,5.6,13.7,5,2.74
Males,15-29,UNIVERSIDAD,Latvia,2016,7.8,15.3,5,2.79
Males,15-29,UNIVERSIDAD,Latvia,2017,6.9,14.5,5,2.77
Males,15-29,UNIVERSIDAD,Latvia,2018,7.8,15.2,5,2.75
Males,15-29,UNIVERSIDAD,Latvia,2019,7.8,15.2,5,2.81
Males,15-29,UNIVERSIDAD,Latvia,2020,12.1,12.7,5,2.77
Males,15-29,UNIVERSIDAD,Latvia,2021,12.1,15.2,5,2.8
Males,15-29,UNIVERSIDAD,Latvia,2022,12.1,14.2,5,2.72
Males,15-29,UNIVERSIDAD,Latvia,2023,12.1,12.5,5,2.67
Total,15-29,ESO,Latvia,2014,26.7,32.2,1,2.9
Total,15-29,ESO,Latvia,2015,22.4,32.9,1,2.9
Total,15-29,ESO,Latvia,2016,22.3,31.8,1,2.9
Total,15-29,ESO,Latvia,2017,18.3,33.1,1,2.9
Total,15-29,ESO,Latvia,2018,17.5,34.1,1,2.9
Total,15-29,ESO,Latvia,2019,18.9,34.4,1,2.9
Total,15-29,ESO,Latvia,2020,25.8,35.4,1,2.9
Total,15-29,ESO,Latvia,2021,19.1,36.0,1,2.9
Total,15-29,ESO,Latvia,2022,21.2,37.4,1,2.9
Total,15-29,ESO,Latvia,2023,17.2,39.9,1,2.9
Total,15-29,BACH-FP,Latvia,2014,14.4,46.3,3,2.9
Total,15-29,BACH-FP,Latvia,2015,12.8,45.7,3,2.9
Total,15-29,BACH-FP,Latvia,2016,14.5,46.4,3,2.9
Total,15-29,BACH-FP,Latvia,2017,11.6,46.1,3,2.9
Total,15-29,BACH-FP,Latvia,2018,11.6,45.1,3,2.9
Total,15-29,BACH-FP,Latvia,2019,9.9,45.6,3,2.9
Total,15-29,BACH-FP,Latvia,2020,11.8,46.4,3,2.9
Total,15-29,BACH-FP,Latvia,2021,13.5,44.5,3,2.9
Total,15-29,BACH-FP,Latvia,2022,12.6,42.5,3,2.9
Total,15-29,BACH-FP,Latvia,2023,10.0,42.4,3,2.9
Total,15-29,BACH,Latvia,2014,15.3,31.4,4,2.9
Total,15-29,BACH,Latvia,2015,13.2,29.0,4,2.9
Total,15-29,BACH,Latvia,2016,15.8,29.7,4,2.9
Total,15-29,BACH,Latvia,2017,12.1,29.7,4,2.9
Total,15-29,BACH,Latvia,2018,12.8,27.8,4,2.9
Total,15-29,BACH,Latvia,2019,9.0,30.3,4,2.9
Total,15-29,BACH,Latvia,2020,12.3,31.1,4,2.9
Total,15-29,BACH,Latvia,2021,13.9,29.9,4,2.9
Total,15-29,BACH,Latvia,2022,11.7,28.0,4,2.9
Total,15-29,BACH,Latvia,2023,9.6,28.2,4,2.9
Total,15-29,FP,Latvia,2014,13.1,14.9,2,2.9
Total,15-29,FP,Latvia,2015,12.2,16.7,2,2.9
Total,15-29,FP,Latvia,2016,13.1,16.7,2,2.9
Total,15-29,FP,Latvia,2017,11.0,16.4,2,2.9
Total,15-29,FP,Latvia,2018,10.3,17.3,2,2.9
Total,15-29,FP,Latvia,2019,11.0,15.3,2,2.9
Total,15-29,FP,Latvia,2020,10.9,15.3,2,2.9
Total,15-29,FP,Latvia,2021,12.8,14.5,2,2.9
Total,15-29,FP,Latvia,2022,13.8,14.5,2,2.9
Total,15-29,FP,Latvia,2023,10.7,14.1,2,2.9
Total,15-29,UNIVERSIDAD,Latvia,2014,9.0,21.5,5,2.9
Total,15-29,UNIVERSIDAD,Latvia,2015,8.7,21.4,5,2.9
Total,15-29,UNIVERSIDAD,Latvia,2016,7.7,21.8,5,2.9
Total,15-29,UNIVERSIDAD,Latvia,2017,8.6,20.7,5,2.9
Total,15-29,UNIVERSIDAD,Latvia,2018,6.4,20.8,5,2.9
Total,15-29,UNIVERSIDAD,Latvia,2019,4.7,20.0,5,2.9
Total,15-29,UNIVERSIDAD,Latvia,2020,10.7,18.2,5,2.9
Total,15-29,UNIVERSIDAD,Latvia,2021,5.0,19.5,5,2.9
Total,15-29,UNIVERSIDAD,Latvia,2022,5.5,20.1,5,2.9
Total,15-29,UNIVERSIDAD,Latvia,2023,5.7,17.7,5,2.9
Females,15-29,ESO,Lithuania,2014,53.8,31.9,1,3.1
Females,15-29,ESO,Lithuania,2015,38.7,30.4,1,3.15
Females,15-29,ESO,Lithuania,2016,38.7,29.5,1,3.14
Females,15-29,ESO,Lithuania,2017,38.7,29.6,1,3.14
Females,15-29,ESO,Lithuania,2018,38.7,29.1,1,3.14
Females,15-29,ESO,Lithuania,2019,24.7,28.8,1,3.19
Females,15-29,ESO,Lithuania,2020,27.2,29.5,1,3.15
Females,15-29,ESO,Lithuania,2021,37.5,28.8,1,3.1
Females,15-29,ESO,Lithuania,2022,37.5,30.6,1,3.12
Females,15-29,ESO,Lithuania,2023,37.5,33.2,1,3.05
Females,15-29,BACH-FP,Lithuania,2014,16.3,40.9,3,3.1
Females,15-29,BACH-FP,Lithuania,2015,15.6,40.5,3,3.15
Females,15-29,BACH-FP,Lithuania,2016,13.7,42.5,3,3.14
Females,15-29,BACH-FP,Lithuania,2017,9.7,41.9,3,3.14
Females,15-29,BACH-FP,Lithuania,2018,8.4,42.8,3,3.14
Females,15-29,BACH-FP,Lithuania,2019,9.5,41.4,3,3.19
Females,15-29,BACH-FP,Lithuania,2020,18.0,41.7,3,3.15
Females,15-29,BACH-FP,Lithuania,2021,13.0,43.7,3,3.1
Females,15-29,BACH-FP,Lithuania,2022,9.8,39.7,3,3.12
Females,15-29,BACH-FP,Lithuania,2023,11.8,38.5,3,3.05
Females,15-29,BACH,Lithuania,2014,15.5,32.2,4,3.1
Females,15-29,BACH,Lithuania,2015,14.1,31.8,4,3.15
Females,15-29,BACH,Lithuania,2016,15.4,32.4,4,3.14
Females,15-29,BACH,Lithuania,2017,9.2,32.0,4,3.14
Females,15-29,BACH,Lithuania,2018,8.4,32.6,4,3.14
Females,15-29,BACH,Lithuania,2019,7.8,33.0,4,3.19
Females,15-29,BACH,Lithuania,2020,16.1,32.0,4,3.15
Females,15-29,BACH,Lithuania,2021,10.6,30.5,4,3.1
Females,15-29,BACH,Lithuania,2022,7.4,29.4,4,3.12
Females,15-29,BACH,Lithuania,2023,9.6,27.8,4,3.05
Females,15-29,FP,Lithuania,2014,18.0,8.7,2,3.1
Females,15-29,FP,Lithuania,2015,18.6,8.7,2,3.15
Females,15-29,FP,Lithuania,2016,10.8,10.1,2,3.14
Females,15-29,FP,Lithuania,2017,10.6,9.9,2,3.14
Females,15-29,FP,Lithuania,2018,8.3,10.2,2,3.14
Females,15-29,FP,Lithuania,2019,13.7,8.4,2,3.19
Females,15-29,FP,Lithuania,2020,21.5,9.7,2,3.15
Females,15-29,FP,Lithuania,2021,16.2,13.2,2,3.1
Females,15-29,FP,Lithuania,2022,14.0,10.4,2,3.12
Females,15-29,FP,Lithuania,2023,16.2,10.7,2,3.05
Females,15-29,UNIVERSIDAD,Lithuania,2014,7.2,27.2,5,3.1
Females,15-29,UNIVERSIDAD,Lithuania,2015,9.3,29.1,5,3.15
Females,15-29,UNIVERSIDAD,Lithuania,2016,4.6,28.0,5,3.14
Females,15-29,UNIVERSIDAD,Lithuania,2017,4.3,28.5,5,3.14
Females,15-29,UNIVERSIDAD,Lithuania,2018,3.6,28.1,5,3.14
Females,15-29,UNIVERSIDAD,Lithuania,2019,3.0,29.8,5,3.19
Females,15-29,UNIVERSIDAD,Lithuania,2020,3.9,28.8,5,3.15
Females,15-29,UNIVERSIDAD,Lithuania,2021,5.4,27.5,5,3.1
Females,15-29,UNIVERSIDAD,Lithuania,2022,6.1,29.7,5,3.12
Females,15-29,UNIVERSIDAD,Lithuania,2023,4.6,28.3,5,3.05
Males,15-29,ESO,Lithuania,2014,28.4,34.6,1,2.88
Males,15-29,ESO,Lithuania,2015,25.6,34.9,1,2.85
Males,15-29,ESO,Lithuania,2016,26.0,33.5,1,2.87
Males,15-29,ESO,Lithuania,2017,21.4,32.5,1,2.92
Males,15-29,ESO,Lithuania,2018,17.8,31.8,1,2.93
Males,15-29,ESO,Lithuania,2019,14.7,31.3,1,2.93
Males,15-29,ESO,Lithuania,2020,31.3,32.4,1,2.91
Males,15-29,ESO,Lithuania,2021,15.6,31.8,1,2.96
Males,15-29,ESO,Lithuania,2022,16.2,33.1,1,2.92
Males,15-29,ESO,Lithuania,2023,22.1,33.4,1,2.9
Males,15-29,BACH-FP,Lithuania,2014,17.7,45.4,3,2.88
Males,15-29,BACH-FP,Lithuania,2015,13.4,46.9,3,2.85
Males,15-29,BACH-FP,Lithuania,2016,12.0,49.1,3,2.87
Males,15-29,BACH-FP,Lithuania,2017,10.1,47.8,3,2.92
Males,15-29,BACH-FP,Lithuania,2018,8.6,48.5,3,2.93
Males,15-29,BACH-FP,Lithuania,2019,11.5,48.3,3,2.93
Males,15-29,BACH-FP,Lithuania,2020,16.6,47.2,3,2.91
Males,15-29,BACH-FP,Lithuania,2021,11.9,47.2,3,2.96
Males,15-29,BACH-FP,Lithuania,2022,10.4,45.9,3,2.92
Males,15-29,BACH-FP,Lithuania,2023,13.4,47.6,3,2.9
Males,15-29,BACH,Lithuania,2014,16.2,28.7,4,2.88
Males,15-29,BACH,Lithuania,2015,12.9,29.4,4,2.85
Males,15-29,BACH,Lithuania,2016,10.9,30.9,4,2.87
Males,15-29,BACH,Lithuania,2017,9.8,30.6,4,2.92
Males,15-29,BACH,Lithuania,2018,9.2,31.3,4,2.93
Males,15-29,BACH,Lithuania,2019,10.1,29.9,4,2.93
Males,15-29,BACH,Lithuania,2020,18.7,29.1,4,2.91
Males,15-29,BACH,Lithuania,2021,13.3,31.6,4,2.96
Males,15-29,BACH,Lithuania,2022,12.5,29.0,4,2.92
Males,15-29,BACH,Lithuania,2023,11.9,30.4,4,2.9
Males,15-29,FP,Lithuania,2014,19.4,16.7,2,2.88
Males,15-29,FP,Lithuania,2015,13.9,17.5,2,2.85
Males,15-29,FP,Lithuania,2016,13.3,18.1,2,2.87
Males,15-29,FP,Lithuania,2017,10.3,17.2,2,2.92
Males,15-29,FP,Lithuania,2018,7.9,17.1,2,2.93
Males,15-29,FP,Lithuania,2019,13.0,18.5,2,2.93
Males,15-29,FP,Lithuania,2020,14.3,18.1,2,2.91
Males,15-29,FP,Lithuania,2021,10.1,15.5,2,2.96
Males,15-29,FP,Lithuania,2022,8.1,16.9,2,2.92
Males,15-29,FP,Lithuania,2023,15.2,17.2,2,2.9
Males,15-29,UNIVERSIDAD,Lithuania,2014,7.8,20.0,5,2.88
Males,15-29,UNIVERSIDAD,Lithuania,2015,5.8,18.2,5,2.85
Males,15-29,UNIVERSIDAD,Lithuania,2016,5.9,17.4,5,2.87
Males,15-29,UNIVERSIDAD,Lithuania,2017,5.6,19.7,5,2.92
Males,15-29,UNIVERSIDAD,Lithuania,2018,5.8,19.7,5,2.93
Males,15-29,UNIVERSIDAD,Lithuania,2019,7.0,20.3,5,2.93
Males,15-29,UNIVERSIDAD,Lithuania,2020,7.9,20.4,5,2.91
Males,15-29,UNIVERSIDAD,Lithuania,2021,4.5,21.1,5,2.96
Males,15-29,UNIVERSIDAD,Lithuania,2022,3.6,21.0,5,2.92
Males,15-29,UNIVERSIDAD,Lithuania,2023,4.3,19.1,5,2.9
Total,15-29,ESO,Lithuania,2014,35.2,33.3,1,3.02
Total,15-29,ESO,Lithuania,2015,28.8,32.7,1,3.02
Total,15-29,ESO,Lithuania,2016,24.2,31.6,1,3.02
Total,15-29,ESO,Lithuania,2017,20.1,31.1,1,3.02
Total,15-29,ESO,Lithuania,2018,16.8,30.5,1,3.02
Total,15-29,ESO,Lithuania,2019,17.6,30.1,1,3.02
Total,15-29,ESO,Lithuania,2020,30.2,31.0,1,3.02
Total,15-29,ESO,Lithuania,2021,22.2,30.3,1,3.02
Total,15-29,ESO,Lithuania,2022,15.5,31.9,1,3.02
Total,15-29,ESO,Lithuania,2023,20.0,33.3,1,3.02
Total,15-29,BACH-FP,Lithuania,2014,17.2,43.2,3,3.02
Total,15-29,BACH-FP,Lithuania,2015,14.2,43.7,3,3.02
Total,15-29,BACH-FP,Lithuania,2016,12.6,45.9,3,3.02
Total,15-29,BACH-FP,Lithuania,2017,9.9,45.0,3,3.02
Total,15-29,BACH-FP,Lithuania,2018,8.5,45.7,3,3.02
Total,15-29,BACH-FP,Lithuania,2019,10.7,45.0,3,3.02
Total,15-29,BACH-FP,Lithuania,2020,17.1,44.6,3,3.02
Total,15-29,BACH-FP,Lithuania,2021,12.4,45.5,3,3.02
Total,15-29,BACH-FP,Lithuania,2022,10.1,42.9,3,3.02
Total,15-29,BACH-FP,Lithuania,2023,12.8,43.2,3,3.02
Total,15-29,BACH,Lithuania,2014,15.9,30.4,4,3.02
Total,15-29,BACH,Lithuania,2015,13.4,30.5,4,3.02
Total,15-29,BACH,Lithuania,2016,12.7,31.7,4,3.02
Total,15-29,BACH,Lithuania,2017,9.6,31.3,4,3.02
Total,15-29,BACH,Lithuania,2018,8.9,32.0,4,3.02
Total,15-29,BACH,Lithuania,2019,9.0,31.4,4,3.02
Total,15-29,BACH,Lithuania,2020,17.6,30.5,4,3.02
